"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","AccCO2_soda","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
75,1677799379,2502.40000009537,"20230302 17:22:59","17:22:59",5,"pas_smi19_t2_ch4","gibson",1677799376.2,-3.11034547304489e-05,-0.0311034547304489,1.61718973402145,418.995298950131,3178.8348977169,282.67165672329,37.2583349322634,-0.00090500678749639,3.51387274943268,-0.000905136300166033,-0.000565698550159997,0,35.2511183723888,34.96415,5.63716756973404,47.5989799441249,2.72515854560251,5.72524568551993,2.91200902413154,1.3716623536128,53.0772733302565,3.53123724695193,57.9801729308212,1.74830552854936,-0.0288086883925693,1.61718973402145,433.30535451512,432.256618181818,0.0132786999199593,67.2189862062837,-0.0311034547304489,30.6627491340997,30.644966060606,-7.12442473999602e-06,107.159216022853,7,1,1,0,45695,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799376.2,418.9953,420.0224,30.64626,30.66278,419.5204,30.20256,500.3656,88.82299,0.1000481,35.24433,34.96415,999.9,0,0,9978.125,0,0.333851,-1.0272012,432.2419,433.3088,-0.0165207,420.0224,30.66278,2.722092,2.723561,22.41909,22.42797,0,0,0,0,1.45,0,-15.48,-2.57,37.312,41.6374,39.562,40.9433,38.875,0,0,0,1677799379.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-1.00345385,-0.28827028142589,0.0528703478064737,0,-0.0154304535,-0.0251978451782364,0.00318359019298382,1,1,2,"1/2",2.83888,2.71003,0.0891926,0.0892208,0.118754,0.118547,25993.4,22214.3,25548,23762.5,38471.7,34664.2,46250,42386.9,1.7396,1.81875,0.158098,0,32.4064,999.9,53.638,33.234,30.9086,54.3096,44.0425,1,0.177668,-3.3319,20.2159,5.23391,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87197,1.86295,1.86234,1.86874,1.8589,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4436,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.3,39327.2,1.05957,2.40723,1.44775,2.30347,1.44409,2.31934,40.4255,23.8861,18,418.027,452.115,38.0173,29.9408,29.9998,29.6764,29.6694,21.2497,0,100,38.0443,420.012,32.1088,97.8379,99.6559,NA,4
76,1677799384,2507.40000009537,"20230302 17:23:04","17:23:04",5,"pas_smi19_t2_ch4","gibson",1677799381.5,-2.26389187709259e-05,-0.0226389187709259,1.65919080940803,418.996221151671,4316.70993128671,383.858184781909,37.2587297830824,-0.000659029283669173,3.51981270256595,-0.000659097842934945,-0.00041192999162024,0,35.2469887196801,34.9603444444444,5.63597939864863,47.605530332167,2.7251909130065,5.724525898549,2.91078848564213,0.998376317797833,53.4575405659473,3.55042945558966,58.0063463393348,1.71584617874011,-0.026369767932322,1.65919080940803,433.294961712354,432.274884848485,0.00160146751619052,67.2189862062837,-0.0226389187709259,30.6618579371524,30.6487921212121,1.12067013281744e-05,107.159216022853,8,2,1,0,45866,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799381.5,418.996222222222,420.004777777778,30.6463666666667,30.6614888888889,419.521222222222,30.2026555555556,500.339333333333,88.8238555555556,0.0999292,35.2420555555556,34.9603444444444,999.9,0,0,10002.0666666667,0,0.333851,-1.00881688888889,432.242666666667,433.29,-0.0151206111111111,420.004777777778,30.6614888888889,2.72212777777778,2.72347111111111,22.4192888888889,22.4274,0,0,0,0,2.51111111111111,0,-18.9555555555556,-3.16666666666667,37.312,41.6387777777778,39.562,40.944,38.875,0,0,0,1677799384.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-1.02327975,0.018735669793621,0.0340559430890924,1,-0.016886425,3.94356472795707e-05,0.00174688565821435,1,2,2,"2/2",2.83908,2.71031,0.0891968,0.0892168,0.118769,0.118544,25993.5,22214.5,25548.2,23762.6,38471.6,34664.4,46250.7,42387,1.73932,1.81893,0.157952,0,32.4035,999.9,53.638,33.234,30.9087,53.7796,44.391,1,0.177406,-3.34719,20.2155,5.23451,11.992,4.9557,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.85888,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4439,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.3,39327.3,1.05957,2.40479,1.44775,2.30347,1.44409,2.31323,40.4,23.8861,18,417.846,452.195,38.0431,29.935,29.9999,29.6725,29.6656,21.2504,0,100,38.0722,420.012,32.1088,97.8392,99.6562,NA,4
77,1677799389,2512.40000009537,"20230302 17:23:09","17:23:09",5,"pas_smi19_t2_ch4","gibson",1677799386.2,-3.21562085824472e-05,-0.0321562085824472,1.72264002601914,419.03269888468,3263.70279746541,290.22276640462,37.2622253407236,-0.000935485976412944,3.51650441477255,-0.000935624256682515,-0.000584752735110391,0,35.2476332288111,34.96569,5.63764845062184,47.6084235185702,2.72514026547052,5.7240716328436,2.91250818515132,1.41808879848592,52.1217204275151,3.46503245169558,57.0048416776966,1.73743403478924,-0.0254084037327956,1.72264002601914,433.363421204287,432.309109090909,0.000651698951818026,67.2189862062837,-0.0321562085824472,30.6603596427369,30.6420024242424,-1.1087318846055e-05,107.159216022853,8,2,1,0,45770,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799386.2,419.0327,420.0542,30.64559,30.66016,419.558,30.20191,500.371,88.82425,0.10013571,35.24062,34.96569,999.9,0,0,9988.631,0,0.333851,-1.0214151,432.2802,433.3405,-0.01457635,420.0542,30.66016,2.722072,2.723367,22.41897,22.42678,0,0,0,0,0.76,0,-20.43,-3.28,37.312,41.625,39.562,40.9496,38.875,0,0,0,1677799389.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-1.020717025,-0.00125523827391943,0.039231731568647,1,-0.0163264275,0.0168726450281426,0.00237492290443158,1,2,2,"2/2",2.83907,2.71003,0.0891977,0.0892269,0.118752,0.118541,25993.4,22214.5,25548.2,23762.8,38471.9,34664.8,46250.1,42387.3,1.73918,1.81957,0.158641,0,32.4007,999.9,53.638,33.244,30.9297,54.1496,44.7035,1,0.176918,-3.36429,20.2154,5.23406,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87197,1.86295,1.86234,1.86874,1.85885,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4435,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.4,39327.4,1.05957,2.40845,1.44775,2.30347,1.44409,2.28271,40.4,23.8861,18,417.731,452.57,38.0711,29.9298,29.9997,29.6681,29.6615,21.2481,0,100,38.0954,420.012,32.1088,97.8383,99.657,NA,4
78,1677799394,2517.40000009537,"20230302 17:23:14","17:23:14",5,"pas_smi19_t2_ch4","gibson",1677799391.5,-2.87530949539401e-05,-0.02875309495394,1.76945211947143,418.990665523072,3690.84524390765,328.203151276423,37.2581475766473,-0.000836308039978783,3.526720587533,-0.00083641823216064,-0.000522751493815292,0,35.2473206438669,34.9666777777778,5.63795691319194,47.6016681754606,2.72482086469346,5.72421297222131,2.91313604849847,1.26801148746876,52.1702619664551,3.45823679998355,56.8965102539074,1.72082675524692,-0.0285386785024714,1.76945211947143,433.291529304,432.244703030303,-0.00711709568515504,67.2189862062837,-0.02875309495394,30.6588465367172,30.6423533333333,4.81430304852449e-07,107.159216022853,8,2,1,0,45662,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799391.5,418.990666666667,420.001666666667,30.6422777777778,30.6586444444444,419.515666666667,30.1987555555556,500.321777777778,88.8238111111111,0.0997631888888889,35.2410666666667,34.9666777777778,999.9,0,0,10030.0555555556,0,0.333851,-1.01107388888889,432.235333333333,433.285444444444,-0.0163909111111111,420.001666666667,30.6586444444444,2.72176222222222,2.72321777777778,22.4170888888889,22.4258888888889,0,0,0,0,0.7,0,-16.6,-2.83333333333333,37.312,41.6387777777778,39.562,40.937,38.875,0,0,0,1677799394.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-1.021636,0.0935964878048806,0.0367555744193993,1,-0.0158088225,0.00340121088180119,0.00185330432720688,1,2,2,"2/2",2.83918,2.71044,0.0891961,0.089217,0.118753,0.118537,25993.6,22214.8,25548.3,23762.9,38472.2,34665.2,46250.5,42387.6,1.73983,1.81938,0.158951,0,32.3975,999.9,53.638,33.244,30.9297,54.3096,44.359,1,0.176756,-3.3673,20.2155,5.23451,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87198,1.86295,1.86234,1.86874,1.85887,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4435,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.5,39327.5,1.05835,2.40845,1.44775,2.30347,1.44409,2.33398,40.4255,23.8861,18,418.073,452.412,38.0963,29.9247,29.9998,29.6643,29.6573,21.2489,0,100,38.1186,420.012,32.1088,97.8391,99.6575,NA,4
79,1677799399,2522.40000009537,"20230302 17:23:19","17:23:19",5,"pas_smi19_t2_ch4","gibson",1677799396.2,-2.69281922059865e-05,-0.0269281922059865,1.60960035466128,419.057898952914,3595.62683489757,319.730120111323,37.2634420973307,-0.000783427144903757,3.51776279239727,-0.000783524087849173,-0.00048969384419133,0,35.2489410264374,34.96415,5.63716756973404,47.5957905924879,2.72478615520299,5.72484692718402,2.91238141453106,1.18753327628401,52.8970741479651,3.515335317458,57.5999427417071,1.57066022141648,-0.0274497518582974,1.60960035466128,433.283997370007,432.297072727273,0.00100385219842734,67.2189862062837,-0.0269281922059865,30.6581345546537,30.6426763636364,2.32695252065441e-06,107.159216022853,7,1,1,0,45529,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799396.2,419.0579,419.9802,30.64245,30.65819,419.5829,30.19894,500.3909,88.82184,0.10010179,35.24307,34.96415,999.9,0,0,9993.995,0,0.333851,-0.922351,432.3046,433.2633,-0.01572764,419.9802,30.65819,2.721719,2.723117,22.41684,22.42528,0,0,0,0,1.4,0,-17.26,-2.78,37.312,41.6684,39.562,40.9811,38.875,0,0,0,1677799399.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.997397775,0.248360026266418,0.0436434860932806,0,-0.01560579,-0.00114872195121952,0.0017720497377049,1,1,2,"1/2",2.83935,2.71008,0.0891971,0.0892058,0.11875,0.118535,25993.9,22215.3,25548.6,23763.1,38472.4,34665.8,46250.6,42388.1,1.74023,1.81875,0.158686,0,32.3946,999.9,53.638,33.244,30.9313,54.2296,43.6739,1,0.176268,-3.37318,20.2153,5.23406,11.992,4.95565,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87197,1.86295,1.86234,1.86874,1.85886,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4435,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.6,39327.6,1.05835,2.38037,1.44775,2.30347,1.44409,2.54395,40.4,23.8949,18,418.274,451.995,38.1197,29.9195,29.9997,29.6605,29.6538,21.2523,0,100,38.1441,420.012,32.1088,97.8396,99.6588,NA,4
80,1677799404,2527.40000009537,"20230302 17:23:24","17:23:24",5,"pas_smi19_t2_ch4","gibson",1677799401.5,-2.50677381333064e-05,-0.0250677381333064,1.73686017064279,418.992221093124,4105.60535542357,365.071205577829,37.2568676334499,-0.000729117493023367,3.5183807160414,-0.000729201445536705,-0.000455743360048702,0,35.2507644930402,34.9663666666667,5.6378597580441,47.5900643512755,2.72479420610916,5.72555268258663,2.91306555193494,1.10548725167881,52.9088950551261,3.51557946875081,57.5299617755557,1.70882620653184,-0.0237140895879271,1.73686017064279,433.276081381323,432.236539393939,-0.00441143895795457,67.2189862062837,-0.0250677381333064,30.656933733011,30.64258,-3.04477956892537e-06,107.159216022853,8,2,1,0,45548,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799401.5,418.992222222222,419.997333333333,30.6431444444444,30.6567444444444,419.517222222222,30.1995666666667,500.314333333333,88.8202666666667,0.0999226777777778,35.2453,34.9663666666667,999.9,0,0,9996.67333333333,0,0.333851,-1.00514144444444,432.237444444444,433.280333333333,-0.0136184777777778,419.997333333333,30.6567444444444,2.72173222222222,2.72294222222222,22.4169222222222,22.4242333333333,0,0,0,0,-0.688888888888889,0,-16.8,-2.72222222222222,37.312,41.6594444444444,39.562,40.958,38.875,0,0,0,1677799404.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.984317175,0.20381098311445,0.0518022766632353,0,-0.0150540925,-0.00151900300187613,0.00159313157215396,1,1,2,"1/2",2.83917,2.71013,0.0891911,0.0892172,0.118751,0.118534,25994.1,22215.3,25548.6,23763.4,38472.4,34666.1,46250.6,42388.6,1.73937,1.81963,0.159197,0,32.3932,999.9,53.614,33.244,30.9141,54.6296,43.3734,1,0.176092,-3.39842,20.2149,5.23466,11.992,4.9557,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87197,1.86295,1.86234,1.86874,1.85886,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4434,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.7,39327.7,1.05835,2.37671,1.44775,2.30347,1.44409,2.49146,40.4,23.8949,18,417.765,452.51,38.1425,29.9139,29.9998,29.6562,29.6497,21.2528,0,100,38.1675,420.012,32.1088,97.8396,99.6598,NA,4
81,1677799409,2532.40000009537,"20230302 17:23:29","17:23:29",5,"pas_smi19_t2_ch4","gibson",1677799406.2,-2.12391411217476e-05,-0.0212391411217476,1.57793234097664,419.034498981387,4378.05410464138,389.308649029034,37.2617036692297,-0.000617066695024615,3.51950850136968,-0.000617126806221991,-0.000385698852786849,0,35.2567084906014,34.97689,5.64114683885985,47.5710536121838,2.72472671285095,5.72769889661032,2.91642012600889,0.936646123469067,52.2155804506475,3.46869195637268,56.6209185304893,1.63518091813953,-0.0253020152962984,1.57793234097664,433.245357430417,432.2726,0.00209083393661109,67.2189862062837,-0.0212391411217476,30.6559980160935,30.6438472727273,-3.94674890141964e-06,107.159216022853,8,2,1,0,45849,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799406.2,419.0345,419.9956,30.6415,30.65601,419.5597,30.19802,500.3384,88.82287,0.09988877,35.25208,34.97689,999.9,0,0,10000.946,0,0.333851,-0.9610479,432.2805,433.2783,-0.01451225,419.9956,30.65601,2.721664,2.722956,22.41653,22.42432,0,0,0,0,2.8,0,-21.15,-3.8,37.312,41.656,39.562,40.937,38.875,0,0,0,1677799409.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.9706926,0.136661560975612,0.0488532218619202,0,-0.01535407,0.00853827467166984,0.00116402457731785,1,1,2,"1/2",2.83921,2.71035,0.089199,0.0892385,0.11876,0.118535,25994.2,22215.3,25548.9,23763.9,38472.5,34666.6,46251.3,42389.2,1.7397,1.81985,0.159565,0,32.3967,999.9,53.614,33.234,30.9004,54.4296,43.4736,1,0.175526,-3.40377,20.2148,5.23466,11.992,4.95585,3.304,9999,9999,9999,999.9,1.86875,1.86447,1.87198,1.86295,1.86234,1.86874,1.85888,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4436,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.8,39327.7,1.05957,2.38403,1.44775,2.30347,1.44409,2.4707,40.4,23.8949,18,417.922,452.616,38.1677,29.9091,29.9998,29.6522,29.6452,21.2501,0,100,38.183,420.012,32.1088,97.8409,99.6615,NA,4
82,1677799414,2537.40000009537,"20230302 17:23:34","17:23:34",5,"pas_smi19_t2_ch4","gibson",1677799411.5,-1.58091066980471e-05,-0.0158091066980471,1.72153437535864,419.035443327609,6237.85503901535,554.684695690717,37.2616141144712,-0.000458872778207557,3.52205605010327,-0.000458905994394196,-0.00028681326202984,0,35.2663316926365,34.9866333333333,5.64419176290622,47.5476604628316,2.72501438368293,5.73112190412207,2.91917737922329,0.697181605383877,52.4557048397577,3.48247140223649,56.635357847378,1.72541450960389,-0.0189886013143991,1.72153437535864,433.352048262714,432.291157575757,0.00220721375652573,67.2189862062837,-0.0158091066980471,30.6555231668302,30.646516969697,-8.00901583586241e-06,107.159216022853,7,1,1,0,45575,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799411.5,419.035444444444,420.051444444444,30.6448777777778,30.6557666666667,419.560444444444,30.2012444444444,500.361666666667,88.8222888888889,0.100055766666667,35.2628888888889,34.9866333333333,999.9,0,0,10011.3277777778,0,0.333851,-1.01618411111111,432.282555555556,433.335666666667,-0.0108863011111111,420.051444444444,30.6557666666667,2.72194777777778,2.72291444444444,22.4182111111111,22.4240666666667,0,0,0,0,-0.366666666666667,0,-16.3222222222222,-2.43333333333333,37.312,41.6525555555556,39.562,40.951,38.875,0,0,0,1677799414.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.976027825,-0.292704799249531,0.0570364859322028,0,-0.014063175,0.0144096090056286,0.0017938218424289,1,1,2,"1/2",2.83932,2.71031,0.0891983,0.0892204,0.118766,0.118536,25994.1,22216,25548.7,23764.2,38471.8,34667.1,46250.9,42389.8,1.74045,1.81915,0.159975,0,32.3996,999.9,53.614,33.234,30.8985,54.3496,43.73,1,0.175396,-3.39529,20.2151,5.23481,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86875,1.86447,1.87197,1.86295,1.86234,1.86874,1.85887,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4437,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.8,39327.8,1.05957,2.3999,1.44775,2.30347,1.44409,2.39624,40.4,23.8949,18,418.321,452.147,38.1849,29.904,29.9997,29.6484,29.6411,21.2508,0,100,38.1923,420.012,32.1088,97.8401,99.6628,NA,4
83,1677799419,2542.40000009537,"20230302 17:23:39","17:23:39",5,"pas_smi19_t2_ch4","gibson",1677799416.2,-1.46581635941382e-05,-0.0146581635941382,1.72599481431821,419.009198880104,6711.63442669194,596.812755174797,37.2591858449113,-0.000425548933768884,3.51940647630501,-0.000425577522085832,-0.000265983382662479,0,35.279774385642,34.98559,5.64386563878672,47.5158107568556,2.72525042348559,5.73546021855976,2.91861521530113,0.646425014501494,55.2119310251924,3.66843942419769,59.5267954638915,1.65741835541189,-0.0132185090409386,1.72599481431821,433.268873488407,432.225351515151,-0.00210867297518386,67.2189862062837,-0.0146581635941382,30.6557334432852,30.6472896969697,5.14815923786104e-06,107.159216022853,7,1,1,0,45617,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799416.2,419.0092,419.9864,30.64761,30.65519,419.5345,30.20385,500.3647,88.82215,0.099969,35.27658,34.98559,999.9,0,0,10000.614,0,0.333851,-0.9770874,432.257,433.2681,-0.007581138,419.9864,30.65519,2.722186,2.722861,22.41966,22.42376,0,0,0,0,0.41,0,-17.81,-2.37,37.312,41.6622,39.562,40.9433,38.875,0,0,0,1677799419.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.983854175,-0.124348604127577,0.051987657471215,0,-0.0122032175,0.0246173891932458,0.00273967642943902,1,1,2,"1/2",2.83923,2.71028,0.0891886,0.0892172,0.118769,0.118529,25994.4,22215.7,25548.8,23763.8,38471.8,34666.8,46251.1,42389.1,1.74025,1.81938,0.159975,0,32.4035,999.9,53.614,33.244,30.9149,54.3596,44.3229,1,0.174748,-3.37574,20.2155,5.23466,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87197,1.86296,1.86234,1.86874,1.8589,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4437,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.9,39327.9,1.05957,2.40723,1.44775,2.30347,1.44409,2.323,40.4,23.8861,18,418.181,452.26,38.1964,29.8984,29.9996,29.6446,29.6376,21.2519,0,100,38.2025,420.012,32.1088,97.8404,99.6612,NA,4
84,1677799424,2547.40000009537,"20230302 17:23:44","17:23:44",5,"pas_smi19_t2_ch4","gibson",1677799421.5,-1.13929583808526e-05,-0.0113929583808526,1.51212593157243,418.980776796624,7525.90745160935,669.198778771795,37.2554972226242,-0.000330224896108696,3.51986286449512,-0.00033024210868281,-0.00020639977141001,0,35.2894936081549,34.9998444444444,5.64832269614158,47.4866564288917,2.72514878178962,5.738767449063,2.92317391435195,0.502429464595602,54.4935641585643,3.62067464345992,58.6166682666198,1.74450317291642,-0.0102887967188166,1.51212593157243,433.293274990501,432.269636363636,0.0216683964603246,67.2189862062837,-0.0113929583808526,30.6533550939818,30.6468327272727,-1.45689119230788e-06,107.159216022853,8,2,1,0,45606,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799421.5,418.980777777778,420.010222222222,30.6474222222222,30.6533222222222,419.505888888889,30.2036555555556,500.364,88.8193444444444,0.1000029,35.2870111111111,34.9998444444444,999.9,0,0,10002.7777777778,0,0.333851,-1.02936111111111,432.227555555556,433.292222222222,-0.00591172222222222,420.010222222222,30.6533222222222,2.72208444444444,2.72260888888889,22.4190333333333,22.4222,0,0,0,0,1.41111111111111,0,-17.6,-2.76666666666667,37.2982222222222,41.6387777777778,39.562,40.958,38.875,0,0,0,1677799424.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.99873605,-0.131562393996243,0.0452591391996965,0,-0.01010818375,0.0344335320450282,0.00347343802033784,1,1,2,"1/2",2.83934,2.71036,0.0891963,0.0892243,0.118766,0.118525,25995,22216,25549.5,23764.2,38472.8,34667.2,46252.1,42389.4,1.73975,1.82012,0.160977,0,32.41,999.9,53.614,33.234,30.8975,54.4896,44.5994,1,0.174314,-3.37556,20.2154,5.23436,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86875,1.86447,1.87198,1.86295,1.86234,1.86874,1.8589,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4437,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39328,39328,1.05957,2.41089,1.44775,2.30347,1.44409,2.2876,40.4,23.8774,18,417.869,452.698,38.2047,29.8932,29.9997,29.6402,29.6334,21.2519,0,100,37.9299,420.012,32.1088,97.8429,99.6623,NA,4
